strategy_id,signal_family,scenario,parameters,currency,signal_count,evaluation_status,exclusion_reason
momentum_streak_10d__spike_only,spike,,"{""consecutive_declines"": 10}",KGS,1,excluded_insufficient_events,too few events for statistical evaluation
momentum_streak_20d__spike_only,spike,,"{""consecutive_declines"": 20}",KGS,0,excluded_insufficient_events,zero events
momentum_streak_2d__spike_only,spike,favourable_now,"{""consecutive_declines"": 2}",KGS,89,evaluated,
momentum_streak_3d__spike_only,spike,favourable_now,"{""consecutive_declines"": 3}",KGS,55,evaluated,
momentum_streak_4d__spike_only,spike,favourable_now,"{""consecutive_declines"": 4}",KGS,32,evaluated,
momentum_streak_5d__spike_only,spike,favourable_now,"{""consecutive_declines"": 5}",KGS,16,evaluated,
momentum_streak_10d__spike_only,spike,,"{""consecutive_declines"": 10}",KZT,1,excluded_insufficient_events,too few events for statistical evaluation
momentum_streak_20d__spike_only,spike,,"{""consecutive_declines"": 20}",KZT,0,excluded_insufficient_events,zero events
momentum_streak_2d__spike_only,spike,favourable_now,"{""consecutive_declines"": 2}",KZT,95,evaluated,
momentum_streak_3d__spike_only,spike,favourable_now,"{""consecutive_declines"": 3}",KZT,49,evaluated,
momentum_streak_4d__spike_only,spike,favourable_now,"{""consecutive_declines"": 4}",KZT,26,evaluated,
momentum_streak_5d__spike_only,spike,favourable_now,"{""consecutive_declines"": 5}",KZT,10,evaluated,
momentum_streak_10d__spike_only,spike,,"{""consecutive_declines"": 10}",TJS,0,excluded_insufficient_events,zero events
momentum_streak_20d__spike_only,spike,,"{""consecutive_declines"": 20}",TJS,0,excluded_insufficient_events,zero events
momentum_streak_2d__spike_only,spike,favourable_now,"{""consecutive_declines"": 2}",TJS,83,evaluated,
momentum_streak_3d__spike_only,spike,favourable_now,"{""consecutive_declines"": 3}",TJS,49,evaluated,
momentum_streak_4d__spike_only,spike,favourable_now,"{""consecutive_declines"": 4}",TJS,28,evaluated,
momentum_streak_5d__spike_only,spike,favourable_now,"{""consecutive_declines"": 5}",TJS,16,evaluated,
momentum_streak_10d__spike_only,spike,,"{""consecutive_declines"": 10}",UZS,1,excluded_insufficient_events,too few events for statistical evaluation
momentum_streak_20d__spike_only,spike,,"{""consecutive_declines"": 20}",UZS,0,excluded_insufficient_events,zero events
momentum_streak_2d__spike_only,spike,favourable_now,"{""consecutive_declines"": 2}",UZS,88,evaluated,
momentum_streak_3d__spike_only,spike,favourable_now,"{""consecutive_declines"": 3}",UZS,53,evaluated,
momentum_streak_4d__spike_only,spike,favourable_now,"{""consecutive_declines"": 4}",UZS,28,evaluated,
momentum_streak_5d__spike_only,spike,favourable_now,"{""consecutive_declines"": 5}",UZS,16,evaluated,
